id	filename	render_path	media_type	animated	category	description	keywords	use_when
023	img-1718776752810950a033cbca0191f3dada85a44b507b8324ced0edc6b0902f0a43eb52217db81.jpg	render/023.jpg	image/heic	no	震惊疑惑	模糊小人冒汗	冒汗,尴尬,慌	局面让人尴尬紧张时
024	img-171907400907588753ae1ab09302640904f738bd0f4f661453a57934c0b46da1b9a138916534a.jpg	render/024.jpg	image/heic	no	搞怪抽象	浓妆猪猪侠配字“人坏没人欺”	浓妆,猪猪侠,抽象,坏人	故意扮坏或阴阳怪气时
025	img-1720093212408c2d2bbd3e725ff9648981595fd452d801d3b5affe6cf92bece46623d9ba64832.jpg	img-1720093212408c2d2bbd3e725ff9648981595fd452d801d3b5affe6cf92bece46623d9ba64832.jpg	image/jpeg	no	生气质问	两只猫激烈叫嚷，配字“打没那个脚”	打架,叫嚷,凶,护短	替对方出头或喊打时
026	img-1720093299917eeb16296ae5f3b5efb5e06667ebae21ee0501861e9ac84a63ed52243e04486b2.jpg	render/026.jpg	image/heic	no	生气质问	皇帝脸配字“朕何罪之有啊？”	皇帝,冤枉,反问,朕	被冤枉时摆皇帝架子
027	img-1720169826747ea70d8a2eeeaf3bb4dde3f193d4236918df0db28e400cc1c051d871d867cde71.jpg	img-1720169826747ea70d8a2eeeaf3bb4dde3f193d4236918df0db28e400cc1c051d871d867cde71.jpg	image/jpeg	no	无语嫌弃	黄色圆脸侧眼偷瞄	侧眼,偷瞄,怀疑	对某件事持保留态度时
028	img-172171496987170352f8261799d720652f0387195acc53d03b5a7089c544afd98f923e35ffe39.jpg	img-172171496987170352f8261799d720652f0387195acc53d03b5a7089c544afd98f923e35ffe39.jpg	image/jpeg	no	喜欢爱意	两只小动物贴在一起，满屏 love	喜欢,爱你,贴贴,love	直白表达爱意时
029	img-172715963424429e8b87479f5f3ab901ea5f5eee8d3f2fa2f0476fd3714ea32a6047ca3a98d42.jpg	img-172715963424429e8b87479f5f3ab901ea5f5eee8d3f2fa2f0476fd3714ea32a6047ca3a98d42.jpg	image/jpeg	no	贴贴撒娇	小动物紧跟在脚边，标注“跟着”	跟着,脚边,黏人	表示要寸步不离时
030	img-172724284174824bb989356e2c697b04749af38de2cab9665007b391c2f23807aa8c43d47d319.jpg	img-172724284174824bb989356e2c697b04749af38de2cab9665007b391c2f23807aa8c43d47d319.jpg	image/jpeg	no	喜欢爱意	两个小人靠在一起冒爱心	爱心,依偎,情侣	甜甜靠近对方时
031	img-17272428444301c5c3d6527dbacf44b5572951d180bd9f07f472c22857a5207c9f9123590db8a.jpg	img-17272428444301c5c3d6527dbacf44b5572951d180bd9f07f472c22857a5207c9f9123590db8a.jpg	image/jpeg	no	委屈哭哭	白色小人张嘴大哭	大哭,眼泪,嚎啕	想毫不掩饰地哭时
032	img-172724286252424ca02e3349c29fcfacf2e26aac49c24bbdb52b7724ae2cabbfe7cb0e7846bd0.jpg	img-172724286252424ca02e3349c29fcfacf2e26aac49c24bbdb52b7724ae2cabbfe7cb0e7846bd0.jpg	image/jpeg	no	喜欢爱意	白色小人张开双臂冲来，满是爱心	扑过来,爱心,拥抱	兴奋地扑向对方时
033	img-1727242876767f49b7a6d85e333e0ea994ad600f12882026396065216326027824db14f9e13d1.jpg	img-1727242876767f49b7a6d85e333e0ea994ad600f12882026396065216326027824db14f9e13d1.jpg	image/jpeg	no	贴贴撒娇	白色小人双手合十恳求	拜托,求求,合十	软乎乎求人答应时
034	img-17273586351151146e31a77bb8a67159493c3c22c7a52d8bcb8ddbe1e8cdf567797b20e399139.jpg	render/034.jpg	image/heic	no	喜欢爱意	小动物举起一颗大爱心	大爱心,送给你,喜欢	把整颗心递给对方时
035	img-17273586421927c95514b3a1c0e6f93741c72475c4370d4f40664cf0d86d25b490f061bf911cf.jpg	render/035.jpg	image/heic	no	害羞可爱	白色小狗用湿漉漉的大眼睛望着	星星眼,小狗,可爱	想靠可爱获得关注时
036	img-1727358659189de3a62089bf5aa2eb7d9af7db60113c33425303ad36af1b60636479c719c2b30.jpg	img-1727358659189de3a62089bf5aa2eb7d9af7db60113c33425303ad36af1b60636479c719c2b30.jpg	image/jpeg	no	喜欢爱意	白色小狗捧着情书，周围冒爱心	情书,告白,爱心	认真又可爱地告白时
037	img-1727769968420d25f6da1a145e838aa17dd095946c6bf4661df4134bbaeb7fe9ca84fdd89beee.jpg	render/037.jpg	image/heic	no	喜欢爱意	纸条写着“即使成为你的奴隶我也心甘情愿”	心甘情愿,告白,纸条,服从	夸张表达心甘情愿跟着对方时
038	img-1727769989028d6357c19171b697890e610d56957cbac155589613e13853c88bcd68658a79ab3.jpg	img-1727769989028d6357c19171b697890e610d56957cbac155589613e13853c88bcd68658a79ab3.jpg	image/jpeg	no	委屈哭哭	橘猫低头流下两串泪	橘猫,低头,流泪	被冷落后伤心时
039	img-1727770089387eb7ede004e34fa06b12eb3c5f79bdaaa2f6fa6c74c897d14c448ec025b1c26f6.jpg	img-1727770089387eb7ede004e34fa06b12eb3c5f79bdaaa2f6fa6c74c897d14c448ec025b1c26f6.jpg	image/jpeg	no	崩溃疲惫	猫猫趴倒，精神意志已回归宇宙	灵魂出窍,累,宇宙,趴倒	累到精神离线时
040	img-172777014412617b6b85b4d8f25487bba09731190865d04c8e409d515e669162b94012fbe4d63.jpg	img-172777014412617b6b85b4d8f25487bba09731190865d04c8e409d515e669162b94012fbe4d63.jpg	image/jpeg	no	崩溃疲惫	小猫从巨大对白框后探出，配字“我操了”	我操,崩溃,小猫	被离谱状况击中时
041	img-1727770178382eaa220c5f62e2bb2ac97e3677cc4a967a690dda2cd5b89cabeea61ee4b37616d.jpg	img-1727770178382eaa220c5f62e2bb2ac97e3677cc4a967a690dda2cd5b89cabeea61ee4b37616d.jpg	image/jpeg	no	委屈哭哭	小猫含泪叼着烟斗似的物件	含泪,硬撑,小猫	一边难过一边故作镇定时
042	img-1728529718953f3a445c953c87b6e1befa6fc2782eb0f27b7b7b5ed6c97390526353eaf931c7e.jpg	render/042.jpg	image/heic	no	安慰陪伴	线条小动物抱住猫猫	拥抱,安慰,抱紧	对方伤心时立刻抱住
043	img-1728904851505c2649bba3954e684be7b96c52055a018f0d19fb823da70ee999bf7c5315f8b83.jpg	img-1728904851505c2649bba3954e684be7b96c52055a018f0d19fb823da70ee999bf7c5315f8b83.jpg	image/jpeg	no	害羞可爱	模糊小猫配字“咪”	咪,小猫,软萌	软软应声或装可爱时
044	img-17289048584020ea9fb63f1fb9f3b8de7b5ec30bdff3e3e2ce13eed59929d7a619d993199a2c6.jpg	img-17289048584020ea9fb63f1fb9f3b8de7b5ec30bdff3e3e2ce13eed59929d7a619d993199a2c6.jpg	image/jpeg	no	无语嫌弃	一双小眼睛从白色里悄悄露出	偷看,潜伏,观察	悄悄窥屏时
045	img-172897695135584dfb92774c9ebcb686ae5f73006bdb8e1c129f328628ddf80883d7f0db2badb.jpg	img-172897695135584dfb92774c9ebcb686ae5f73006bdb8e1c129f328628ddf80883d7f0db2badb.jpg	image/jpeg	no	无语嫌弃	昏暗里的小猫抬头盯着	盯着,暗中观察,小猫	沉默但持续关注时
046	img-1729434034020ab82bbe684deffeda2c00b5313f8873238af4c60d906ac0cd68081cbaecad33e.jpg	img-1729434034020ab82bbe684deffeda2c00b5313f8873238af4c60d906ac0cd68081cbaecad33e.jpg	image/jpeg	no	震惊疑惑	床边猫猫配字“猫吓完醒了”	吓醒,震惊,猫	被消息吓得清醒时
047	img-172943845046611b36eacbc5271fcc3928786b23bcce04608d4ab05663afb69839f6b68302dbe.jpg	img-172943845046611b36eacbc5271fcc3928786b23bcce04608d4ab05663afb69839f6b68302dbe.jpg	image/jpeg	no	委屈哭哭	猫猫仰头贴脸哭泣	贴脸,哭,委屈	想把委屈怼到镜头前时
048	img-172943845664775b184d57c6827a1779e09a2c0b0819d5fc094d670efbdbbf3d1ad64401009d5.jpg	img-172943845664775b184d57c6827a1779e09a2c0b0819d5fc094d670efbdbbf3d1ad64401009d5.jpg	image/jpeg	no	震惊疑惑	猫鼻子超近距离怼脸	凑近,疑惑,猫鼻子	靠近确认对方说了什么时
049	img-1730164164577284daf13c61ef4e1618e78b44eb61b64b8902cf8211eda17e866f6a73ebe6b7d.jpg	img-1730164164577284daf13c61ef4e1618e78b44eb61b64b8902cf8211eda17e866f6a73ebe6b7d.jpg	image/jpeg	no	委屈哭哭	小人卷进文字与风暴般的情绪里	内耗,风暴,委屈,长文	情绪复杂说不清时
050	img-1730613629145682fb58d078264853f63835ea9615293fa3ef0b49c50af9f018d4e4ef1b72b08.jpg	img-1730613629145682fb58d078264853f63835ea9615293fa3ef0b49c50af9f018d4e4ef1b72b08.jpg	image/jpeg	no	喜欢爱意	黄色小人被可爱到怀疑“真的是人类吗”	太可爱,人类吗,惊叹,喜欢	觉得对方可爱得不像人类时
051	img-173163492375159c36d87857ac7921e02be1dd7cb3269032b3e125bab0ba7fa308b5a2b455b6d.jpg	img-173163492375159c36d87857ac7921e02be1dd7cb3269032b3e125bab0ba7fa308b5a2b455b6d.jpg	image/jpeg	no	委屈哭哭	泪眼猫配字“那不是流星雨，是我的眼泪”	流星雨,眼泪,猫	夸张浪漫地哭时
052	img-1732092741045441326127ab1df15b0f6a79890bcaf17f4af0d711e06b338d020bf97e3d78f27.jpg	img-1732092741045441326127ab1df15b0f6a79890bcaf17f4af0d711e06b338d020bf97e3d78f27.jpg	image/jpeg	no	害羞可爱	小黄团子坐着微笑	团子,乖巧,可爱	安静乖乖待着时
053	img-173441760772507043a3619b982591f280e55455876e54e5780a9bad9555af4f54c2f7ed1756b.jpg	render/053.jpg	image/heic	no	贴贴撒娇	泪眼小猫质问在干嘛为何不说一声	报备,在干嘛,黏人,小猫	想让对方报备行踪时
054	img-173598675921473a5e76e06cbeb14212e163f85ca57b86bb6fcfc7683a64ba9d0655b72a663e1.jpg	render/054.jpg	image/heic	no	无语嫌弃	像素小团子原地站着	发呆,像素,团子	短暂宕机时
055	img-1735986888952e0840e497436fb0e6da867add9f28f8563aaac5d5aeff53463f7611972e719d4.jpg	img-1735986888952e0840e497436fb0e6da867add9f28f8563aaac5d5aeff53463f7611972e719d4.jpg	image/jpeg	no	崩溃疲惫	小人抱瓶子，配字“就让我醉”	喝醉,逃避,崩溃	想暂时逃开烦心事时
056	img-1735986892187e3c0db3e556bc09cf586a473b76575288190b23ce44d5d7e55ebbf72c4093ecb.jpg	img-1735986892187e3c0db3e556bc09cf586a473b76575288190b23ce44d5d7e55ebbf72c4093ecb.jpg	image/jpeg	no	委屈哭哭	白色小动物趴着大量流失水分	大哭,水分,趴着	哭到化成一摊时
057	img-173598689747334a5fd026810df2eb7545fa660cf59be0761e93d10b78af311525068ce812a47.jpg	img-173598689747334a5fd026810df2eb7545fa660cf59be0761e93d10b78af311525068ce812a47.jpg	image/jpeg	no	崩溃疲惫	小人被线团困住，配字“被困住”	困住,动不了,卡住	遇到无法推进的状况时
058	img-1735986915298f9bc7acc16bc678b3ef1b5af0c28ea83f12dae2de6c7f37a3dd0e4166cfe0306.jpg	img-1735986915298f9bc7acc16bc678b3ef1b5af0c28ea83f12dae2de6c7f37a3dd0e4166cfe0306.jpg	image/jpeg	no	搞怪抽象	小狗狗沿墙边鬼鬼祟祟逃离	逃跑,溜走,狗狗	想悄悄撤退时
059	img-17359872588126a0ae357c7212a5f491f4c0d43a50070ae2ef04415c354df4b4c9bb10f3efe16.jpg	render/059.jpg	image/heic	no	震惊疑惑	胖猫额头冒出蓝色汗滴	冒汗,猫,心虚	心虚或尴尬时
060	img-1736251514200b07f5c8e0a0caefe47a339f359846fcc0be6cefc3b2a020897af74c94f70e3aa.jpg	img-1736251514200b07f5c8e0a0caefe47a339f359846fcc0be6cefc3b2a020897af74c94f70e3aa.jpg	image/jpeg	no	安慰陪伴	小动物摸摸猫猫，配字“猫不错”	摸摸,安慰,夸奖,猫	夸对方做得不错时
061	img-17374214808406065a40826a517240db7b606d72268ccedcf11b222b70ed1c2cb9e1bb4bff270.jpg	img-17374214808406065a40826a517240db7b606d72268ccedcf11b222b70ed1c2cb9e1bb4bff270.jpg	image/jpeg	no	贴贴撒娇	小动物端着容器可怜巴巴站着	讨饭,求投喂,可怜	撒娇求吃的或求照顾时
062	img-1737421497895b9c3190c449a46042b0dd8dfaa3bf61dbdcd16a3ac378f224f06a7852752d621.jpg	img-1737421497895b9c3190c449a46042b0dd8dfaa3bf61dbdcd16a3ac378f224f06a7852752d621.jpg	image/jpeg	no	安慰陪伴	大手摸头，配字“菩萨喜欢坚强的孩子”	摸头,菩萨,鼓励,坚强	温柔鼓励对方时
063	img-173932965442528cf39eaf241c5a0d30b183bf1c249a6bfb0cf3a3794d61a5826cc0eecc86d35.jpg	img-173932965442528cf39eaf241c5a0d30b183bf1c249a6bfb0cf3a3794d61a5826cc0eecc86d35.jpg	image/jpeg	no	委屈哭哭	黄色圆脸蓄满眼泪	泪眼,可怜,黄色脸	可怜兮兮地看对方时
064	img-174048365571108688f40c7ade6ecdb789cef0e43fc10a08d8d6e155ac5967285791f6ff31ae0.jpg	render/064.jpg	image/heic	no	生气质问	浓妆脸严肃问“不要这样讲话好吗？”	制止,严肃,不许这样	对方说话太过分时
065	img-1740661528893007GRwcLgy1hyzfgc7vm3g305k05xwr0.gif	img-1740661528893007GRwcLgy1hyzfgc7vm3g305k05xwr0.gif	image/gif	yes	开心得意	橙色笑脸拿扇子大笑的 GIF	大笑,扇子,开心,动图	被逗得开怀大笑时
066	img-174067552687678588cbac56d8918082ae824a0114d5bb2ace05752df1a85d94bfa8151e6f851.jpg	img-174067552687678588cbac56d8918082ae824a0114d5bb2ace05752df1a85d94bfa8151e6f851.jpg	image/jpeg	no	搞怪抽象	圆滚滚猫猫配字“拉大便”	便便,猫,粗俗,搞怪	故意说幼稚怪话时
067	img-1741623979032678763a21540cb2162df7e19840b6d8d2debf8ac9d09f67be8407163c004d425.jpg	img-1741623979032678763a21540cb2162df7e19840b6d8d2debf8ac9d09f67be8407163c004d425.jpg	image/jpeg	no	害羞可爱	小奶猫脸上带害羞笑线	奶猫,害羞,微笑	被夸后不好意思时
068	img-174162398200058ce8c218748a206117c645e5550fa017bdda3afdf641132d106a91bedb027c0.jpg	img-174162398200058ce8c218748a206117c645e5550fa017bdda3afdf641132d106a91bedb027c0.jpg	image/jpeg	no	问候等候	小奶猫探头说“Hi”	Hi,打招呼,探头	轻轻出现并打招呼时
069	img-1742108236153008vpMA2gy1hzissxrwlmg303k03kn1d.gif	img-1742108236153008vpMA2gy1hzissxrwlmg303k03kn1d.gif	image/gif	yes	搞怪抽象	绿色生物被飞碟吸走的 GIF	外星人,飞碟,吸走,动图	想表达被莫名带走时
070	img-17425527541686b06fa3f206a7bbbc0212aec7637c8e7f51e9ec8046edbe1d5443e412d58376c.jpg	img-17425527541686b06fa3f206a7bbbc0212aec7637c8e7f51e9ec8046edbe1d5443e412d58376c.jpg	image/jpeg	no	委屈哭哭	模糊小奶猫低头难过	奶猫,低落,模糊	情绪蔫下来时
071	img-17425527584513f0305626c6dad02decc5ef027c503e3b9f2f96759d76950250ba42259d38fa6.jpg	img-17425527584513f0305626c6dad02decc5ef027c503e3b9f2f96759d76950250ba42259d38fa6.jpg	image/jpeg	no	震惊疑惑	小奶猫转头眯眼看过来	转头,疑惑,奶猫	听见奇怪的话后回头看
072	img-1744601677416cb2ea1be2bc027b6a7673fcf8515176b13d93c354a6632f2c66b6db9eaf33dcd.jpg	img-1744601677416cb2ea1be2bc027b6a7673fcf8515176b13d93c354a6632f2c66b6db9eaf33dcd.jpg	image/jpeg	no	崩溃疲惫	线条猫猫仰头尖叫	尖叫,抓狂,崩溃	受不了而尖叫时
073	img-17477311678159592f0fc8864884a520a17f7e36e4afa79c0de9ea0e1a5aecaa87b0ba045966c.jpg	img-17477311678159592f0fc8864884a520a17f7e36e4afa79c0de9ea0e1a5aecaa87b0ba045966c.jpg	image/jpeg	no	委屈哭哭	黄色小狗坐垫上配字“我一直哭”	一直哭,小狗,坐着	持续委屈时
074	img-174783205046546bdac405b99340792c81307f1adc1549b1edd0dfcb385230843cee15afb3959.jpg	img-174783205046546bdac405b99340792c81307f1adc1549b1edd0dfcb385230843cee15afb3959.jpg	image/jpeg	no	生气质问	奶猫怒骂“你这个没有心的王八蛋”	没心,骂人,奶猫,生气	被冷落后气哭质问
075	img-1750401710572c0ce430c947fe3102e9206442e0968f901f4c13e557881d8e00723a21d448223.jpg	img-1750401710572c0ce430c947fe3102e9206442e0968f901f4c13e557881d8e00723a21d448223.jpg	image/jpeg	no	生气质问	奶猫质问“你知豆错了没！”	认错,质问,奶猫	要对方立刻认错时
076	img-1750401738727adcdfb01bdfc9f1217224620b2efd34ccc8bbeaab0f11328093fc6f38a63555b.jpg	img-1750401738727adcdfb01bdfc9f1217224620b2efd34ccc8bbeaab0f11328093fc6f38a63555b.jpg	image/jpeg	no	问候等候	泪眼奶猫配字“就这样等你消息”	等消息,委屈,奶猫	可怜巴巴等对方回复时
077	img-17542761030070079ArMogy1i40or8ing9g3022022jrd.gif	img-17542761030070079ArMogy1i40or8ing9g3022022jrd.gif	image/gif	yes	无语嫌弃	小团子躺着抽烟似的 GIF	躺平,抽烟,看淡,动图	无语到看淡一切时
078	img-1754793455828f8a57cf2aa89d9c34dbd0c0d8d01bc2544008d93b6950a83e8e944fb94f1d285.jpg	img-1754793455828f8a57cf2aa89d9c34dbd0c0d8d01bc2544008d93b6950a83e8e944fb94f1d285.jpg	image/jpeg	no	生气质问	圆头小人攥拳含泪生气	气哭,攥拳,委屈	又气又委屈时
079	img-1754893912876008bFqEhgy1i3f3qf2sqzg30b40b4tz2.gif	img-1754893912876008bFqEhgy1i3f3qf2sqzg30b40b4tz2.gif	image/gif	yes	开心得意	黑白小猫在沙滩跳舞的 GIF	跳舞,开心,沙滩,动图	高兴得开始跳舞时
080	img-1754893919105008bFqEhgy1i3f3qh2c2ig30b40b4x6p.gif	img-1754893919105008bFqEhgy1i3f3qh2c2ig30b40b4x6p.gif	image/gif	yes	生气质问	黑白两只猫互相推搡的 GIF	打架,推搡,猫,动图	玩笑式开打时
081	img-1755959977275bae969f163dc1fd0e2c9e40fc411bdf5ba25dd652b1f7a3972122efa5f77692c.jpg	img-1755959977275bae969f163dc1fd0e2c9e40fc411bdf5ba25dd652b1f7a3972122efa5f77692c.jpg	image/jpeg	no	害羞可爱	圆脸小仓鼠眨巴眼睛	仓鼠,可爱,乖	乖乖望着对方时
082	img-1762170796684574fbb0b91d0f0b8b2e3b733dd1799a0e8142af9eb8463e0d0cb333b26301f33.jpg	render/082.jpg	image/heic	no	搞怪抽象	草地小猪困惑自己为什么每天又呆萌又懵逼	小猪,呆萌,懵逼,困惑	用一本正经的语气自嘲脑袋发懵时
083	img-1762170820720008ecTkcly1i6y71pe6khg306o06oq72.gif	img-1762170820720008ecTkcly1i6y71pe6khg306o06oq72.gif	image/gif	yes	震惊疑惑	粉色小猪猛然抬头的 GIF	小猪,抬头,震惊,动图	突然听到关键词时
084	img-1762170861429006JKNt0ly1i6ul6pwcwsg303c03cdg6.gif	img-1762170861429006JKNt0ly1i6ul6pwcwsg303c03cdg6.gif	image/gif	yes	贴贴撒娇	两只软团子抱在一起亲吻的 GIF	亲亲,抱抱,贴贴,动图	想抱住亲一口时
085	img-1762170872461006JKNt0ly1i6ul6qpo74g303c03ct9t.gif	img-1762170872461006JKNt0ly1i6ul6qpo74g303c03ct9t.gif	image/gif	yes	委屈哭哭	小团子缩成一团发抖哭泣的 GIF	发抖,缩成团,哭,动图	难受得缩起来时
086	img-1762170876965006JKNt0ly1i6ul6r1uitg303c03cdge.gif	img-1762170876965006JKNt0ly1i6ul6r1uitg303c03cdge.gif	image/gif	yes	喜欢爱意	两只团子亲亲贴脸的 GIF	亲亲,贴脸,爱意,动图	甜甜亲对方时
087	img-1762233228210a8f9c04e425b9ad199743ab73a5b93f0a9ed8edef40007bec09a1f95e6325882.jpg	render/087.jpg	image/heic	no	委屈哭哭	猫猫特写，鼻尖旁挂着蓝色泪滴	泪滴,猫,贴脸	凑近展示自己的委屈时
088	img-1762514885155d3c37a70ebf2a8850b6459145f0d7b5175dc38d3402c67ffb7f17257a6e053b5.jpg	img-1762514885155d3c37a70ebf2a8850b6459145f0d7b5175dc38d3402c67ffb7f17257a6e053b5.jpg	image/jpeg	no	震惊疑惑	白猫配字“何意味……”	什么意思,疑惑,白猫	听见费解发言时
089	img-1762515119898005HBjISly1i73u3nhl6dg30dc0dcabc.gif	img-1762515119898005HBjISly1i73u3nhl6dg30dc0dcabc.gif	image/gif	yes	贴贴撒娇	闪亮泪眼表情伸出双手恳求的 GIF	求求,泪眼,双手,动图	郑重又可怜地拜托时
090	img-1763732731839fea0fc8f4526e084e5342975e92b2eab6a196b1ea2473b701713f9a2b7f78710.jpg	img-1763732731839fea0fc8f4526e084e5342975e92b2eab6a196b1ea2473b701713f9a2b7f78710.jpg	image/jpeg	no	贴贴撒娇	戴厨师帽奶猫说“请尽情吩咐小猫 主人”	主人,吩咐,厨师猫,乖	乖乖听令或主动服务时
091	img-17663826285750cbd430293c136a0b744d80387e1135c8b66a0564fb287c13482d012de441b8c.jpg	img-17663826285750cbd430293c136a0b744d80387e1135c8b66a0564fb287c13482d012de441b8c.jpg	image/jpeg	no	委屈哭哭	灰白人脸静静流下两道泪	流泪,沉默,人脸	沉默地表示受伤时
092	img-17684084918068afed15246bde3a009dbe27a4fe128c568a67069b1406bd6538b1e0f6228b7a7.jpg	render/092.jpg	image/heic	no	崩溃疲惫	泪眼脸抱怨“世界怎么这么坏”	世界太坏,泪眼,崩溃	觉得今天处处不顺时
093	img-17703927927420079ArMogy1ia18vithbbg3046046dhw.gif	img-17703927927420079ArMogy1ia18vithbbg3046046dhw.gif	image/gif	yes	生气质问	小动物从哭泣切换到生气的 GIF	气哭,翻脸,生气,动图	委屈积累成愤怒时
094	img-1771850340535b8fb5d40b3e59fe8d3be0442bb3d344e66f96e85b6f56f075762705a49539a23.jpg	render/094.jpg	image/heic	no	生气质问	小动物一边脸红一边气哭	气哭,脸红,眼泪	被气得眼泪汪汪时
095	img-1772193602855008xCjjngy1iaozr2pp06g306o078n5h.gif	img-1772193602855008xCjjngy1iaozr2pp06g306o078n5h.gif	image/gif	yes	崩溃疲惫	小猪走着走着倒下的 GIF	倒下,累死,小猪,动图	累到当场躺平时
